,Price,Address,Floor,Bathroom,Bedroom,Land,Road,Land Mark
2280,72500000.0,"Golfutar Residential Road, Rudramati Chowk, Mandikhatar",3.0,4,5,3422.5,13.0,near hams hospital
2282,32500000.0,Imadol,3.0,3,4,1369,13.0,imadol sital hight
2285,10000000.0,"बूढानीलकण्ठ, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3.0,14.0,5818.25,13.0,Shanti Niketan Wasik buddhanilkanth
2291,24000000.0,"Bishnudol-Lubhu Road, Lubhu",3.0,3.0,4.0,10609.75,13.0,lubu sanagau
2294,52500000.0,"Learning Realm International (LRI) Higher Secondary School, Kalanki, Maitri Nagar, काठमाडौं, Kathmandu, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,4,8,2395.75,20.0,LRI school
2299,15000000.0,"LinkPlus Offshore Pvt Ltd, Thaiba, Patan, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3,3,684.5,13.0,thaiba godabari
2300,29500000.0,Khadkagaon,3.0,4.0,7.0,11978.75,12.0,near budhanilkanth health post ghumti
2301,73500000.0,"Krishnamandir Marg, कुलेश्वर",3.0,4,8,2738,13.0,Gautam shree finance
2303,28500000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3.0,4.0,10952,13.0,tikathali near bhatbateni
2311,27000000.0,Imadol,3.0,3,4,3333,13.0,imadol
2312,32500000.0,Imadol,3.0,3,6,10952,13.0,imadol nayabasti basti
2313,45000000.0,Imadol,3.0,3,5,11481.75,13.0,imadol
2314,25500000.0,"Imadol - Tikathali, Imadol",3.0,3.0,4.0,7871.75,13.0,imadol down town
2315,24000000.0,"Gwarko-Lamatar, Tikathali, Imadol",3.0,2,3,1026.75,13.0,imadol gwarko
2320,23000000.0,Imadol,3.0,3,4,1026.75,12.0,near Gwarko chowk
2326,130000000.0,"Milijuli Tol, Chappal Karkhana",3.0,5.0,5.0,4791.5,20.0,chappalkarkhana
2328,6000000.0,"Ekantakuna-Tikabhairab Road, नखु बाजर, नया नगर",3.0,4,5,3080.25,13.0,MEDICITY HOSPITAL
2332,23500000.0,"Makalbari Marg (Ka), मकलबारी, गोकर्णेश्वर",3.0,4,6,0,13.0,makalbari
2340,120000000.0,Kupondole,3.0,5.0,6.0,4791.5,12.0,Hotel Himalaya
2343,26000000.0,Imadol,3.0,3,5,1026.75,13.0,imadol
2344,35000000.0,"Do-Cha Marg, किरण चोक, बालुवाटार",3.0,3,3,1369,12.0,kathmandu panipokhari call for price
2345,19900009.0,Makwanpur (Hetauda) > Hetauda (Other Area),3.0,3,15,2733.75,12.0,Faristy gate
2348,24500000.0,Imadol,3.0,2,4,1026.75,13.0,imadol Naya basti
2350,27000000.0,Duwakot,3.0,3,7,1369,13.0,"KMC hospital, Bhaktapur"
2357,27500000.0,Imadol,3.0,3,6,1026.75,13.0,imadol swimipool nayabasti
2362,27000000.0,"Godawari, Godavari, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3,4,1369,12.0,godabari taukhel
2365,26500000.0,"Mahankal, Budhanilkantha 44600, Nepal",3.0,5,6,1095.2,13.0,"स्पेसल चौक नजिकै, भङ्गाल बजार"
2368,28500000.0,"Godavari, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3,4,1369,12.0,godabari taukhel
2369,17500000.0,"Tri Chowk,",3.0,4,7,3422.5,13.0,near cancer hospital gate no 2
2370,85000000.0,"Mahadev Mandir, Thecho Chapagaun Road, Wakhat, Thecho, Satitar, Sunakothi, Godawari, Lalitpur",3.0,7,6,3080.25,20.0,"Thecho -Lalitpur , 5 km from Chapagaum Dobato Ringroad"
2371,24500000.0,Imadol,3.0,4,6,1026.75,13.0,imadol downtown green hill housing sangai
2379,120000000.0,"Telecom, Golphutar Main Sadak, Dharampur, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3.0,3.0,3.0,5476,13.0,L
2400,25000000.0,"Bhaiya's Snooker House, Bhuddha Marg, Orpach, Siddhipur, Mahalaxmi, Lalitpur",3.0,5,7,1369,13.0,Near by sanagau
2401,23500000.0,"Bhaiya's Snooker House, Bhuddha Marg, Orpach, Siddhipur, Mahalaxmi, Lalitpur",3.0,6,7,1026.75,13.0,Near by sanagau
2402,44000000.0,"nakkhu, Nakhu, Lalitpur",3.0,4,3,1347.6,13.0,Near mediciti hospital
2403,7000000.0,"Jwagal Bakhundole Bhakundole Chakupat Pulchowk Sanepa Kupandol kopondole, Kupondole Area, Lalitpur",3.0,123456789,123456789,4449.25,13.0,123456789
2404,34000000.0,Thulo Bharyang,3.0,3,10,1711.25,20.0,Sitapaila saranpur 50 meter from Thapa chowk.
2406,28000000.0,"Jorpati Makalbari Narayantar Chabahil Gaurighat Kumarigal Baudha, Boudha Area, Kathmandu",3.0,3,4,1369,20.0,Ekata James School
2409,56000000.0,"Nakkhu Jal Binayak Marg, भैसेपाटी, तल्लो गाउँ",3.0,4,4,3080.25,12.0,mediciti hospital
2410,55000000.0,"Nakkhu Jal Binayak Marg, ????????, ????? ????",3.0,4,4,3080.25,12.0,mediciti hospital
2416,57000000.0,Kathmandu > Swoyambhu,3.0,8.0,8.0,2566.875,13.0,"Thadobharyang, Near by Manmohan Hospital."
2417,90000000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,3,4,2395.75,13.0,Bhaisipati
2418,36000000.0,"nakkhudole, Nakhudole (Bhaisepati), Lalitpur",3.0,4,5,1711.25,13.0,TALIM KENDRA
2422,47500000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,5,8,1882.375,13.0,SINBU BHAISEPATI
2424,55000000.0,"chepali, Chapali (Budhanilkantha), Kathmandu",3.0,6.0,7.0,2464.2,13.0,flat system house
2426,37500000.0,"Thecho Chapagaun Road, Wakhat, Thecho",3.0,3,3,1711.25,13.0,Nepal telecom
2428,32000000.0,"Kageshwori Manohara, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,5,6,1026.75,12.0,Bhadrakali Oil Store
2430,85000000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,6,6,3422.5,20.0,Dish home office
2432,12500000.0,"Tharlam Gompa road, Sundar Tol, Baudha",3.0,3,6,8556.25,8.0,Bouddha Naya Basti
2433,71000000.0,"Bhanimandal Kusunti Nakhu Nakkhu Jawalakhel Dhobighat Thasikhel, Ekantakuna Area, Lalitpur",3.0,4,6,4171.17,13.0,Behind Medicity Hospital
2434,90000000.0,"Bafal, Kathmandu",3.0,4.0,6.0,2738,13.0,Near Hyatt Place
2438,46000000.0,"Jana Marg, Milijuli Tol, Chappal Karkhana",3.0,5,6,2053.5,13.0,पीपल बोट नजिकै
2440,52500000.0,"Brooklyn International College, काठमाडाैँ चक्रपथ, Dhumbarahi Pipal Bot, Dhumbarahi, Kathmandu",3.0,2,3,1711.25,13.0,H
2441,65000000.0,"Janani Marg Purba, Bishal Chok, Nakhipot, Patan, Lalitpur",3.0,3,5,2395.75,13.0,Khumaltar Tarkari bazar
2445,19000000.0,"Itahari Sub-Metropolitan, Sunsari",3.0,4,4,2738,20.0,Inside ktm itahari shoowroom
2446,27500000.0,"Nakhipot, Lalitpur",3.0,4,4,1369,20.0,Nakhipot
2448,65000000.0,Kathmandu > Baluwatar,3.0,3.0,6.0,2806.45,13.0,350 mtr frm baluwatar chowk Cksmohancks
2449,32500000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,4,7,1197.875,12.0,250m far from Main Road
2451,17000000.0,"Bishnudol-Lubhu Road, Lubhu",3.0,3,4,1026.75,13.0,lubu buspark park najikai
2455,25000000.0,Lalitpur > Imadol (Mahalaxmi),3.0,4,7,1369,12.0,"Karyabinayak Tole, Rajkulo,"
2457,140000000.0,"Bhimsen Gola, Sinamangal",3.0,1,1,4791.5,13.0,"KMC, Airport, medical colleges, department stores, taxi stand, main road nearby."
2459,19500000.0,"Bishnudol-Lubhu Road,",3.0,3,4,7871.75,20.0,lubu don bus co.
2466,19500000.0,"Bhaktapur City, Bhaktapur",3.0,3.0,5.0,2738,20.0,Om Santi park Chhaling
2467,24000000.0,"Big Buddha National Academy, Ramkot, Thulo Bharyang, Nagarjun, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3,3,1026.75,13.0,0
2468,6000000000000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,2.0,4.0,2823.56,20.0,Deuba Chowk
2470,17000000.0,"Tharlam Gompa road, सुन्दर टोल, Baudha",3.0,3,11,8556.25,13.0,Bouddha Jorapati Kathmandu
2473,150000000.0,Kaski (Pokhara) > New Road,3.0,3,4,5989.375,20.0,New road side way
2474,55000000.0,"Ranibari (Samakhusi), Kathmandu",3.0,6.0,4.0,2224.625,13.0,All Nepal hospital
2475,200000000.0,Kathmandu > Sukedhara,3.0,4.0,4.0,2224.625,13.0,Sukedhara chok near
2479,52000000.0,"Banijya Marg, Dhalku Chok, Bhatbhateni",3.0,5,6,1369,20.0,bhatbhateni
2488,62500000.0,"Gyaneswor, Gyaneshwar, Kathmandu",3.0,7.0,6.0,2224.62,20.0,Gyaneshwor
2492,27500000.0,Banasthali,3.0,3,5,8556.25,13.0,"Ringroad, School, Hospital, Supermarket"
2498,25000000.0,Thaiba,3.0,2,3,1369,20.0,Thaiba Scenic Housing
2503,40000000.0,Madhyapur Thimi,3.0,5.0,5.0,2121.95,20.0,https://cerealestate.com.np/projects/nil-barahi-housing/
2505,7800000.0,"Kanti Path, त्रिपुरेश्वर",3.0,3,8,2738,12.0,tripureshwar
2510,31000000.0,"Thapathali Marg, Thapathali",3.0,3,3,2053.5,13.0,lalitpur
2514,52500000.0,Bhaisepati,3.0,5,4,2053.5,20.0,Bhaisepatti. At main road Between Nakhu Bridge and Bhaisepatti Aawas .
2515,44500000.0,"Thapathali, Kathmandu",3.0,3,6,2224.62,12.0,Near Norvic Hospital
2522,66000000.0,Kathmandu > Narayanthan (Budhanilkantha),3.0,5.0,5.0,2310.1875,13.0,Near rudreshowor chowk
2523,100000000.0,"थ्रीबम सडक, किरण चोक, बालुवाटार",3.0,5.0,4.0,2395.75,20.0,Chundevi Baluwatar Kathmandu
2532,45000000.0,"Kalash Restaurant, Tribhuvan Rajpath, Tinthana, PaneruGaun, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44618, Nepal",3.0,6.0,7.0,2395.75,13.0,Hh
2551,30000000.0,"Imadol-Hattiban Road, सीतापाखा, इमाडोल",3.0,5,7,1369,13.0,Near LA School
2553,40000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,4,10,1369,13.0,80m far from Budhanilkantha School
2554,66000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,6,6,2738,20.0,600 m from Budhanilkantha Mandir nearby Prime Minister Sher Bahadur Deuba Residence.
2555,29000000.0,"Imadol-Hattiban Road, इमाडोल",3.0,5,6,1369,13.0,"hattiban, imadol, gwarko"
2556,26000000.0,"Nakhipot, Lalitpur",3.0,4,8,1369,13.0,NMs driving center
2559,30000000.0,"Buddha Chowk, Aerahiti, Nagarjun Municipality, Kathmandu",3.0,3,7,1369,12.0,4
2563,92500000.0,Kathmandu > Subidhanagar (Tinkune),3.0,3.0,6.0,3080.25,12.0,200 mtr frm main highway
2565,95000000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,6,5,5818.25,13.0,deuba niwas
2572,31500000.0,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3.0,3,5,1197.875,13.0,Near Euro Kids preschool Hattigauda
2574,16000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,0,0,684.5,13.0,0
2576,53000000.0,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",3.0,4,5,1882.375,13.0,Nearby Golfutar
2577,52000000.0,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",3.0,3,3,1882.375,13.0,Golfutar
2578,37000000.0,Khadkagaon,3.0,5,6,2053.5,20.0,Euro School नजिकै
2587,22500000.0,"Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",3.0,3,6,1369,13.0,अःक
2594,33200000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,3,5,1711.25,20.0,Budhanilkantha
2599,26000000.0,"специи, Thahity Jyatha Marg, Ason, Yetkha, Kathmandu",3.0,2,2,1026.75,12.0,K
2600,27000000.0,"Mulpani Pipalbot, Kageshwari-Manohara, Kageshwori Manohara, Kathmandu",3.0,3,4,1369,20.0,New
2603,22500000.0,"Janakpur (Other Area), Dhanusha (Janakpur)",3.0,3.0,5.0,3080.25,13.0,Kadam Chowk
2605,24500000.0,"Imadol-Hattiban Road, इमाडोल",3.0,4,4,1026.75,13.0,"imadol, hattiban, gwarko, lubhu"
2614,39000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,6(4 Attached),6,2053.5,13.0,Near By Panchakanya School
2620,35000000.0,"Tikathali (Mahalaxmi), Lalitpur",3.0,4,5,1369,13.0,Pawan prakrti school
2629,26500000.0,"Nagarjun Municipality office, रामकोट, थुलो भार्याङ, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3,4,1026.75,13.0,padma colony
2631,85000000.0,"Nagarjun Marg, पिपल बोट, तिलगंगा",3.0,5,5,2738,13.0,battisputali
2635,39500000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,4,4,1711.25,13.0,"Deuba niwas, Budanilkantha"
2638,52000000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,6,4,1711.25,20.0,rudreswor
2641,95000000.0,"Nagarjun Marg, पिपल बोट, तिलगंगा",3.0,6,6,3764.75,12.0,battisputali
2642,53000000.0,"Handigaun Bhat Bhateni Tangal Baluwatar ChandolDhumbarahi, Bishal Nagar Area, Kathmandu",3.5,3,6,2738,20.0,Red Building
2643,60000000.0,"Bagdol, Lalitpur",3.5,2 bathroom on one flat,3 bedroom on one flat,2053.5,13.0,Bagdol
2644,34000000.0,"Sitapakha, Imadol, Khadkagau, Mahalaxmi Municipality, Lalitpur, Bagmati Pradesh, 44705, Nepal",3.0,4 bathrooms altogether,2 bedrooms bathroom attached + 4 bedrooms ( 6 Bedrooms all together),1540.12,13.0,Sweet Home
2645,20500000.0,"Thankot (Chandragiri), Kathmandu",3.0,3,6,1026.75,12.0,Thankot
2647,125000000.0,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 22644, Nepal",3.5,5,7,5818.25,13.0,1200 meters from Deuba chowk Budanilkantha
2649,26000000.0,"Sir Raj Bahadur Road, Ananda Nagar, Sukedhara",3.0,3,9,2100,12.0,Sukedhara near Sales Berry
2655,55000000.0,"Padma Kanya Campus, VIP Marg, Kamalpokhari, Baghbazar, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 46600, Nepal",3.5,6.0,6.0,3080.25,13.0,Nearby Balkumari bridge
2656,52300000.0,"Ramkot (Nagarjun), Kathmandu",3.5,4.0,5.0,2160.8778,13.0,Padma fuel center
2657,26500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,5.0,5.0,1026.75,13.0,New Milenium School
2658,25000000.0,Kathmandu > Kapan,3.5,5.0,6.0,1026.75,12.0,à¤¦à¥à¤°à¥à¤—à¤¾ à¤®à¤¨à¥à¤¦à¤¿à¤° à¤¨à¤œà¤¿à¤•
2659,27500000.0,"F105, Kalanki, Maitri Nagar, Kathmandu, Bagmati Pradesh, 44618, Nepal",3.5,4.0,5.0,1437.45,13.0,N-E
2661,85000000.0,"suchatar, Syuchatar (Kalanki), Kathmandu",3.5,4.0,7.0,1403.225,13.0,150m outside ringroad
2667,74000000.0,"Sano Bharyang, Kathmandu",3.5,4.0,8.0,3764.75,13.0,200m from outside Ringroad
2669,36000000.0,"Hattiban, Lalitpur",3.5,5.0,6.0,1369,13.0,Near to LA school
2672,33500000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.5,4.0,3.0,1349.0973,13.0,Wai Wai Factory
2674,25000000.0,"swayambhu, Swoyambhu, Kathmandu",3.5,3.0,6.0,855.625,20.0,Swayambhu
2675,40000000.0,"Machhapuchhre school, Lalitpur, Nepal",3.5,4.0,9.0,1283.4375,13.0,Near Machhapuchhere School
2682,26500000.0,"kritipur, Dhalpa (Kirtipur), Kathmandu",3.5,5.0,12.0,1711.25,13.0,"Kirtipur, Tanglaphat Heights"
2687,27500000.0,Kathmandu > Kalimati,3.5,8.0,14.0,1369,8.0,Tankeshwor near paropakar pool
2693,38000000.0,Kathmandu > Sitapaila (Nagarjun),3.5,4.0,7.0,2395.75,13.0,"Lamathumki, Sitapaila (350m outside from ring road"
2696,15000000.0,"swayambhu, Swoyambhu, Kathmandu",3.5,3.0,4.0,342.25,20.0,Opposite of manang marshyangdi swimming pool
2698,12000000.0,"Satungal (Chandragiri), Kathmandu",3.5,2.0,8.0,906.9625,13.0,Satungal
2700,65000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,4.0,6.0,2053.5,13.0,Suryanagar
2703,52500000.0,"Jalpa Chowk, Tokha, Kathmandu, Bagmati Pradesh, 10378, Nepal",3.5,3.0,3.0,2053.5,13.0,Indrapuri awas
2704,57000000.0,"Kusunti, Lalitpur",3.5,5.0,8.0,2053.5,13.0,Kusunti hight
2707,39500000.0,"Balkot Dadhikot Sirutar Gamcha Patletar Gundu, Ananta Area, Bhaktapur",3.5,6.0,6.0,1882.375,20.0,Near Modern Eng School
2713,45000000.0,"Kumaripati, Lalitpur",3.5,4,7,2053.5,8.0,Near By Agni Party Palace
2715,22500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,4,5,941.18,13.0,Imadol Krishna Mnadir
2717,26500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,4,8,598.93,13.0,BOJEPOKHARI
2718,55000000.0,Kathmandu > Swoyambhu,3.5,5,12,1711.25,12.0,"Swoyambhu, KTM"
2720,21500000.0,"Suryabinayak Municipality 3 No. Ward Office, Balkot, Anantalingeshwar, Nepal",3.5,4,6,1026.75,12.0,Precocious School
2721,39500000.0,"Thulo Bharyang, Kathmandu",3.5,4,8,1369,13.0,Driving centre at backside
2722,90000000.0,"Tilganga, Kathmandu",3.5,Non,Non,4107,13.0,"Tilganga, Kathmandu"
2724,46000000.0,"Kusunti Height, Bista Pakha Park, Lalitpur, Nepal",3.5,5,7,1369,13.0,kusunti
2725,32000000.0,"Khumaltar, Lalitpur",3.5,4,6,1369,20.0,H
2726,49800000.0,"kusibhu , Khusibu, Kathmandu",3.5,1,3,1882.375,20.0,5.5
2727,21000000.0,"Tharlam Gompa road, Sundar Tol, Baudha",3.5,4,8,8556.25,13.0,Bouddha jorpati
2729,41500000.0,"Tathali, Mahamanjushree Nagarkot, Changunarayan Municipality, Bhaktapur, Bagmati Pradesh, 89130, Nepal",3.5,3,6,1540.125,13.0,Bramhayani mandir
2730,29500000.0,"swoyambhu, Chamati (Swayambhu), Kathmandu",3.5,3,7,855.625,13.0,Newa Chamati Party Palace
2731,31000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,4,5,1026.75,13.0,"Imadol Bhatbhateni, Downtown Residency"
2732,47500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,5,7,1369,13.0,Namaste Petrol Pump
2733,39000000.0,"Kusunti, Lalitpur",3.5,5,7,1711.25,13.0,Near Hajurba chowk
2734,33000000.0,Kathmandu > Thulo Bharyang,3.5,5,6,1540.125,13.0,"Thulobharyang, Nagarjun - 2, Kathmandu"
2735,49500000.0,"kusibhu , Khusibu, Kathmandu",3.5,1,1,1882.375,20.0,5.5
2737,28000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,4,8,1711.25,13.0,Ochu Height
2738,29000000.0,"Tikathali (Mahalaxmi), Lalitpur",3.5,4,4,1026.75,13.0,Nearby Bhatbhateni
2739,57000000.0,"tasikhel, Thasikhel, Lalitpur",3.5,5,8,2053.5,13.0,thasikhel
2740,31500000.0,"Tara Gau Park, Mahankal Road, Pani Tanki, Chabahil, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44602, Nepal",3.5,7,7,1369,13.0,"Chuchhepati, Jagreshwor mahadev temple"
2742,35000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,5,6,1369,12.0,Imadol Bhatbhateni
2744,38500000.0,"Parajuli Niwas, 555, WT Road, Nagarjun, Nagarjun Municipality, Kathmandu, Bagmati Pradesh, 44618, Nepal",3.5,6,9,1711.25,13.0,Aadheshwor Chwok
2745,25000000.0,"Dadhikot (Ananta), Bhaktapur",3.5,4,12,1369,13.0,1km From Arniko Highway
2748,40000000.0,Kathmandu > Gothatar (Kageshwor),3.5,5,10,1112.3,13.0,compound
2753,21200000.0,Kathmandu > Baniyatar (Tokha),3.5,4,15,1060.975,20.0,"Tokha-3, Dhaneshor mandir chowk"
2755,29000000.0,"Kageshwori Manohara, Kageshwori Manohara Municipality, Kathmandu, Bagmati Pradesh, 20187, Nepal",3.5,4,6,1711.25,13.0,Shiva chok
2756,23000000.0,Kathmandu > Gongabu (Tokha),3.5,4,6,1369,13.0,Gongabu
2758,55000000.0,Kathmandu > Dhumbarahi,3.5,5,7,3422.5,13.0,"Dhumbarahi, ktm"
2759,28500000.0,"Imadol (Mahalaxmi), Lalitpur",3.5,6,10,1283.4375,13.0,Imadol
2761,38000000.0,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",3.5,4,9,1369,12.0,2.5km From Machhapokhari
2762,30000000.0,"Baluwapati Chok, टोखा, Tokha, Kathmandu",3.5,3,6,1283.4375,20.0,Dhaneshwar mandir
2764,62500000.0,Kathmandu > Hattigaunda (Budhanilkantha),3.5,5,6,2053.5,13.0,"Hattigauda,"
2776,21500000.0,"Dhapakhel, Lalitpur",3.5,3,5,1711.25,12.0,cg lake view colony
2783,15500000.0,"282/80, Rajpath Marg, Laligurans Chok, Chappal Karkhana, Kathmandu Metropolitan Ward 4, Kathmandu, Bagmati Pradesh, 44606, Nepal",3.5,3,4,684.5,12.0,Saraswoti Tole
2784,34000000.0,"Imadol Tikathali Siddhipur Sanagau Mahalaxmisthan Lubhu Lamatar Changathali, Mahalaxmi Area, Lalitpur",3.5,4,7,1197.875,13.0,siddhipur bhatbhateni
2785,22000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.5,4,11,1197.87,20.0,0
2788,50000000.0,"Nakhipot, Lalitpur",3.5,5,6,1796.81,20.0,Near By Sampang Chowk
2790,15900000.0,"Alka Galli, Kailash Chok, Lainchaur, Kathmandu, Bagmati Pradesh, 25515, Nepal",3.5,3,8,684.5,12.0,"200 meters from Kapoordhara, Lainchour"
2797,65000000.0,"Nakhu, Naya Nagar, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 40000, Nepal",3.5,4,5,1813.925,20.0,Medicity homes
2799,39500000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.5,4,4,1197.875,20.0,Dish home
2800,50000000.0,Kathmandu > Bhat Bhateni (Naxal),3.5,5,5,1369,13.0,Near Bhatbhateni
2803,38000000.0,"Castrol Auto City Pvt. Ltd., Rudra Mati Marga-2, Panna Hiti, Bishalnagar, Kathmandu, Bagmati Pradesh, 00975, Nepal",3.5,6,7,2267.4,20.0,Above Matatirtha temple 200m
2804,35500000.0,Lalitpur > Bhaisepati / Sainbu,3.5,4,4,1129.425,20.0,"Bhaisepati , khokana dobato"
2807,42500000.0,Kathmandu > Boudha,3.5,4,7,1796.81,13.0,"Tinchuli, KTM"
2808,19999999.0,Bhaktapur > Tathali,3.5,4,6,1369,20.0,Changunarayan Municipality Tathali-9 Bhaktapur
2812,22500000.0,Lalitpur > Imadol (Mahalaxmi),3.5,5,7,1060.975,5.0,"Imadol, Mahalaxmi, Lalitpur"
2813,37500000.0,Kathmandu > Dhapasi (Tokha),3.5,4,7,1711.25,13.0,Greenland chok.
2816,21500000.0,"Precious Public English School, Balkot, Anantalingeshwar, Nepal",3.5,4,6,1026.75,12.0,"300 far from precious school, Balkot"
2818,85000000.0,Kathmandu > Mandikatar (Dhumbarahi),3.5,7,5,3764.75,13.0,"Mandikhatar , kathmandu"
2819,32000000.0,"Kalanki, Kathmandu",3.5,O,O,1129.425,20.0,Near kalanki chok walking distance 1m
2822,25000000.0,Lalitpur > Hattiban,3.5,4,8,1471.675,13.0,Hattiban
2824,85000000.0,Kathmandu > Narayanthan (Budhanilkantha),3.5,4,4,3422.5,20.0,Near taulung school Ward no. 1
2825,35000000.0,"Gongabu (Tokha), Kathmandu",3.5,3,5,1387.4681,12.0,Ganeshthan
2826,85000000.0,Kathmandu > NayaBazar,3.5,15,15,2652.43,12.0,"nayabazar , ktm"
2827,28000000.0,"Baudha, Boudha, Kathmandu",3.5,4,5,1026.75,13.0,Nayabasti
2828,21000000.0,"Sitapakha, Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",3.5,4,8,1026.75,13.0,"Rajkulo tol, imadol"
2829,54100000.0,Kathmandu > Ramkot (Nagarjun),3.5,4,4,2395.75,20.0,"Ramkot , Phasku"
2831,38000000.0,"stock broker office, Ghumti Kumari Marg, Turning, Baneshwar, Kathmandu, Bagmati Pradesh, 44703, Nepal",3.5,3 with 1 MB Attached,6,1026.75,13.0,Baneshwor
2836,53600000.0,Kathmandu > Ramkot (Nagarjun),3.5,5,3,2121.95,20.0,"Ramkot, Phasku"
2841,55000000.0,Kathmandu > Samakhusi,3.5,5,9,2053.5,13.0,Samakhusi.
2842,12500000.0,"Tusal Marg, Tusal, Baudha",3.5,3.0,5.0,1369,13.0,Bouddha jorpati
2845,35000000.0,"Nasah Shristi Kala, Sahid Nirgun Marg, Pyaphal, Yetkha, Kathmandu, Bagmati Pradesh, 44066, Nepal",3.5,3,4,1518.73,8.0,no
2846,60000000.0,Lalitpur > Gwarko,3.5,4,8,4107,13.0,Gwarko Lalitpur
2847,47000000.0,"Lokanthali, Bhaktapur",3.5,O,O,2429.975,12.0,Near bigmart
2849,41000000.0,"Madhyapur Thimi, Bhaktapur",3.5,6(2 Attached),6,1796.8,13.0,Near Nepal Electricity Authority
2852,40000000.0,"Galkopakha, Golkopakha (Shorakhutte), Kathmandu",3.5,4,14,1437.45,13.0,Near By Maipi Temple
2853,43500000.0,"Rudramati Chowk, Mandikhatar, Budhanilkantha, Kathmandu, Bagmati Pradesh, 44606, Nepal",3.5,5,4,2224.625,13.0,"Tennnis Court, Hams Hospital"
2856,35000000.0,"dumbarahi, Dhumbarahi, Kathmandu",3.5,6,8,1369,13.0,Near by Dhumbrai Peoplebot.
2857,25000000.0,"Bhaisepati, Tallogau, Sainbu, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 13775, Nepal",3.5,5,4,1026.75,13.0,IBN office
2859,55000000.0,Kathmandu > Jorpati (Gokarneshwar),3.5,5,9,4107,12.0,"Jorpati, KTM"
2861,27500000.0,Kathmandu > Hattigaunda (Budhanilkantha),3.5,4,8,1711.25,20.0,Hattigauda Kathmandu
