,price,views,land area,road access,facing,floor,parking,bedroom,bathroom,furnish status,amenity,city,district
1161,Rs. 2.35 Cr,375,3.0 ,13 Feet,,3.0,,6.0,4.0,,,Kharibot, Kathmandu
1162,Rs. 13 Cr,603,13.0 ,30 Feet,North-West,3.5,,5.0,5.0,,,Lazimpat, Kathmandu
1163,Rs. 3.88 Cr,238,5.0 ,15 Feet,East,2.5,,,,,,Mandikhatar, Kathmandu
1164,Rs. 2.85 Cr,100,3.0 ,20 Feet,,2.5,,,,,,Sukedhara, Kathmandu
1165,Rs. 2.3 Cr,257,3.0 ,13 Feet,South-East,2.5,,10.0,,,,Ochu Height, Lalitpur
1166,Rs. 3.5 Lac/m,270,32.0 ,12-18 Feet,,2.0,,5.0,5.0,,,Chundevi, Kathmandu
1168,Rs. 3.6 Cr,257,4.1 ,10 Feet,North-East,3.0,,5.0,3.0,,,Nakkhu, Lalitpur
1169,Rs. 2.25 Cr,189,3.2 ,13 Feet,West,2.5,,,,,,Ochu Height, Lalitpur
1170,Rs. 2.5 Cr,245,3.1 ,16 Feet,North,2.0,,,,,,Imadol, Lalitpur
1171,Rs. 2.3 Cr,284,3.0 ,13 Feet,South-East,2.5,,,,,,Tikathali, Lalitpur
1173,Rs. 1.5 Cr,149,3.0 ,13 Feet,North,1.0,,,,,,Tikathali, Lalitpur
1174,Rs. 3 Cr,243,3.2 ,13 Feet,West,2.5,,,,,,Imadol, Lalitpur
1175,Rs. 3.5 Cr,342,3.2 ,22 Feet,North,2.5,,,,,,Hattiban, Lalitpur
1176,Rs. 2.5 Cr,185,3.2 ,13 Feet,South,2.5,,,,,,Hattiban, Lalitpur
1177,Rs. 1.95 Cr,304,2.2 ,13 Feet,South,2.5,,,,,,Tikathali, Lalitpur
1178,Rs. 3.75 Cr,209,4.0 ,13 Feet,South,2.5,,,,,,Imadol, Lalitpur
1179,Rs. 1.95 Cr,177,2.2 ,13 Feet,South,2.5,,,,,,Tikathali, Lalitpur
1180,Rs. 3.85 Cr,238,5.1 ,13 Feet,South-East,2.5,,,,,,Kapan, Kathmandu
1181,Rs. 2.15 Cr,208,5.2 ,5 Feet,South-East,2.5,,5.0,2.0,,,Chabahil, Kathmandu
1182,Rs. 3.35 Cr,114,4.1 ,15 Feet,South-West,2.5,,5.0,5.0,Semi-Furnished,,Chapali, Kathmandu
1183,Rs. 3.78 Cr,271,5.2 ,13-18 Feet,,2.5,,4.0,5.0,,,Hattigaunda, Kathmandu
1184,Rs. 2.65 Cr,176,3.1 ,18 Feet,North,2.5,,4.0,4.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1185,Rs. 3.7 Cr,147,6.0 ,13 Feet,North,2.5,,6.0,5.0,Full-Furnished,,Budhanilkantha, Kathmandu
1186,Rs. 1.2 Cr,168,3.0 ,13 Feet,South-East,1.0,,2.0,1.0,,,Lamatar, Lalitpur
1187,Rs. 6 Cr,64 ,8.3 ,13 Feet,East,3.5,,4.0,5.0,,,Bafal, Kathmandu
1188,Rs. 2.9 Cr,143,4.0 ,10/16 Feet,North-East,4.5,,11.0,4.0,Semi-Furnished,,Kadaghari, Kathmandu
1190,Rs. 4.7 Cr,128,5.0 ,12-16 Feet,,2.5,,,,,,Hattigaunda, Kathmandu
1191,Rs. 8.2 Cr,217,10.0 ,15 Feet,South,2.5,,4.0,5.0,,,Budhanilkantha, Kathmandu
1192,Rs. 4.4 Cr,143,5.0 ,12-16 Feet,,2.5,,6.0,,,,Hattigaunda, Kathmandu
1193,Rs. 3.95 Cr,281,4.1 ,13 Feet,North-East,3.0,,7.0,5.0,,,Hattiban, Lalitpur
1194,Rs. 3.5 Cr,98 ,3.0 ,20 Feet,South,2.5,,3.0,4.0,Full-Furnished,,Karyabinayak, Lalitpur
1195,Rs. 2.5 Cr,132,2.1 ,13 Feet,West,2.0,,6.0,2.0,Semi-Furnished,,Gwarko, Lalitpur
1196,Rs. 6.25 Cr,115,6.2 ,13 Feet,South-West,2.5,,5.0,6.0,Semi-Furnished,,Bhaisepati, Lalitpur
1198,Rs. 5.25 Cr,122,6.2 ,13 Feet,North,4.0,,36.0,17.0,Semi-Furnished,,Shantinagar, Kathmandu
1199,Rs. 1.5 Cr,225,2.2 ,13 Feet,South,2.5,,,,,,Sipadol, Bhaktapur
1200,Rs. 6 Cr,166,6.1 ,13 Feet,,5.5,,,,,,Machhapokhari, Kathmandu
1201,Rs. 8.2 Cr,85 ,10.0 ,15 Feet,South,2.5,,4.0,5.0,,,Budhanilkantha, Kathmandu
1202,Rs. 2.4 Cr,125,3.1 ,13 Feet,,2.5,,,,,,Kapan, Kathmandu
1204,Rs. 4.95 Cr,125,8.0 ,13 Feet,East,2.5,,8.0,5.0,Semi-Furnished,,Deuwa chowk, Kathmandu
1205,Rs. 1.8 Cr,154,3.0 ,10-16 Feet,,2.5,,,,,,Taudaha, Kathmandu
1206,Rs. 3.35 Cr,233,4.1 ,15 Feet,South-West,2.5,,5.0,5.0,Semi-Furnished,,Chapali, Kathmandu
1207,Rs. 4.5 Cr,189,8.2 ,12-13 Feet,South-East,2.5,,6.0,3.0,,,Budhanilkantha, Kathmandu
1208,Rs. 3 Cr,229,9.0 ,13 Feet,North,2.5,,5.0,4.0,,,Muhanpokhari, Kathmandu
1209,Rs. 8.75 Cr,119,11.0 ,12-18 Feet,East,2.5,,5.0,7.0,,,Mandikhatar, Kathmandu
1210,Rs. 4.1 Cr,175,5.0 ,13 Feet,North,2.0,,,,,,Dholahiti, Lalitpur
1212,Rs. 3.4 Cr,128,5.0 ,13 Feet,North-East,2.5,,6.0,5.0,,,Pasikot, Kathmandu
1215,Rs. 4.45 Cr,159,5.0 ,15 Feet,West,2.5,,5.0,5.0,Semi-Furnished,,Golfutar, Kathmandu
1216,Rs. 11 Cr,190,18.0 ,18 Feet,West,2.5,,5.0,4.0,Semi-Furnished,,Narayanthan , Kathmandu
1217,Rs. 8.5 Cr,247,11.0 ,12-18 Feet,North,2.5,,5.0,5.0,Semi-Furnished,,Narayanthan , Kathmandu
1219,Rs. 2.85 Cr,166,4.1 ,13 Feet,South,2.5,,6.0,5.0,,,Chunikhel, Kathmandu
1220,Rs. 2.75 Cr,297,4.0 ,13 Feet,South,2.5,,5.0,4.0,Semi-Furnished,,Bhaisepati, Lalitpur
1221,Rs. 1.7 Cr,108,3.2 ,13 Feet,,1.0,,2.0,1.0,,,Baluwakhani, Kathmandu
1222,Rs. 4.85 Cr,82 ,8.0 ,20 Feet,,2.5,,4.0,4.0,Semi-Furnished,,Hasantar, Kathmandu
1223,Rs. 6.5 Cr,135,6.1 ,14 Feet,South,2.5,,5.0,4.0,Full-Furnished,"Earthquake Resistant,Marbel,Fridge,Sofa,Solar,Dining Room,Microwave,Washing Machine,Bed Room,Garden,Modular Kitchen,+ 8 See More",Golfutar, Kathmandu
1225,Rs. 4.95 Cr,164,4.0 ,13 Feet,South-East,2.5,,4.0,4.0,Full-Furnished,,Bhaisepati, Lalitpur
1226,Rs. 3.5 Cr,42 ,5.0 ,18 Feet,East,2.5,,,,,,Jyotinagar, Kathmandu
1227,Rs. 2.4 Cr,190,2.3 ,10 Feet,East,3.0,,,3.0,,,Dhobichaur, Kathmandu
1228,Rs. 53.5 Cr,282,25.2 ,64-72 Feet,,4.0,,,,,,Balkumari, Lalitpur
1230,Rs. 30 Lac/aana,118,9.0 ,4 Feet,East,2.5,,4.0,2.0,Un-Furnished,,Tinthana, Kathmandu
1231,Rs. 2.45 Cr,92 ,3.0 ,20 Feet,,2.5,,,,,,Baluwakhani, Kathmandu
1232,Rs. 1.7 Cr,131,3.3 ,10 Feet,South,2.5,,5.0,3.0,,,Goldhunga, Kathmandu
1235,Rs. 2.5 Cr,845,3.0 ,16 Feet,South-East,3.5,,4.0,5.0,Semi-Furnished,,Bhaisepati, Lalitpur
1236,Rs. 8 Cr,127,10.0 ,10 Feet,South-East,2.5,,,5.0,,,Baluwatar, Kathmandu
1240,Rs. 3.75 Cr,158,4.0 ,14 Feet,,2.5,,7.0,5.0,Full-Furnished,,Jyotinagar, Kathmandu
1241,Rs. 3.5 Cr,87 ,6.0 ,16 Feet,,2.5,,,,,,Bhangal , Kathmandu
1242,Rs. 3 Cr,162,4.0 ,12 Feet,,2.5,,7.0,5.0,,,Sitapaila, Kathmandu
1243,Rs. 4.5 Cr,138,5.0 ,20 Feet,South-East,3.5,,7.0,7.0,,,Pingalasthan, Kathmandu
1246,Rs. 3.5 Cr,110,5.0 ,13 Feet,West,2.5,,5.0,5.0,,,Rudreshwor, Kathmandu
1247,Rs. 6 Cr,146,9.1 ,13 Feet,South-West,2.5,,4.0,5.0,,,Budhanilkantha, Kathmandu
1248,Rs. 2.2 Cr,66 ,2.3 ,10-20 Feet,North-West,3.5,,7.0,3.0,,,Sitapaila, Kathmandu
1249,Rs. 8.5 Cr,253,4.1 ,20 Feet,South,3.5,,7.0,4.0,Full-Furnished,,Syuchatar, Kathmandu
1253,Rs. 2.49 Cr,99 ,3.2 ,13 Feet,,2.5,,,,,,Sundarbasti, Kathmandu
1254,Rs. 3.15 Cr,150,4.1 ,13 Feet,East,3.5,,,,,,Chunikhel, Kathmandu
1255,Rs. 1.9 Cr,218,4.0 ,20 Feet,North,2.5,,,,,,Tokha, Kathmandu
1257,Rs. 2.6 Cr,130,3.0 ,12-16 Feet,South-West,2.5,,3.0,4.0,Un-Furnished,,Grande Hospital, Kathmandu
1260,Rs. 2.25 Cr,155,3.5 ,13 Feet,,2.5,,,,,,Jyotinagar, Kathmandu
1263,Rs. 14.5 Cr,185,15.0 ,20 Feet,North-East,2.5,,4.0,5.0,Semi-Furnished,,Mandikhatar, Kathmandu
1266,Rs. 2.75 Cr,251,4.2 ,13 Feet,South,2.5,,4.0,4.0,Semi-Furnished,,Bafal, Kathmandu
1267,Rs. 11 Cr,116,6.0 ,14-20 Feet,,8.0,,,,,,New Buspark, Kathmandu
1268,Rs. 3.22 Cr,67 ,5.2 ,12 Feet,,2.5,,,,,,Suryabinayak, Bhaktapur
1269,Rs. 3.5 Cr,106,4.2 ,20 Feet,North,3.5,,,,,,Mhaipi, Kathmandu
1270,Rs. 17 Cr,30 ,4.1 ,12 Feet,North,6.0,,,,,,Ason, Kathmandu
1271,Rs. 5.1 Cr,67 ,4.3 ,20 Feet,West,2.5,,4.0,3.0,Full-Furnished,,Vinayak Colony, Lalitpur
1272,Rs. 2.75 Cr,219,3.2 ,20 Feet,South,2.5,,4.0,5.0,,,Bhaisepati, Lalitpur
1273,Rs. 4 Cr,57 ,4.0 ,27 Feet,South-West,2.5,,4.0,5.0,,,Dhapakhel, Lalitpur
1274,Rs. 17 Cr,171,8.0 ,20 Feet,South-West,5.5,,,8.0,,,Baluwatar, Kathmandu
1275,Rs. 6.1 Cr,136,6.0 ,15 Feet,North-East,2.5,,6.0,5.0,,,Budhanilkantha, Kathmandu
1276,Rs. 16.5 Cr,215,9.0 ,32 Feet,West,6.5,,4.0,9.0,,,Jalpa Chowk, Kathmandu
1277,Rs. 2.6 Cr,152,3.0 ,13 Feet,South-West,2.5,,5.0,3.0,,,Kadaghari, Kathmandu
1278,Rs. 3.9 Cr,159,4.0 ,20 Feet,South,2.5,,4.0,,Semi-Furnished,,Syuchatar, Kathmandu
1279,Rs. 2.85 Cr,101,4.0 ,12-16 Feet,,2.5,,3.0,6.0,,,Bafal, Kathmandu
1280,Rs. 1.95 Cr,109,3.0 ,13 Feet,West,2.5,,5.0,3.0,,,Makalbari, Kathmandu
1281,Rs. 3.25 Cr,36 ,5.0 ,10-13 Feet,West,3.0,,12.0,,Semi-Furnished,,Imadol, Lalitpur
1282,Rs. 4 Cr,111,5.2 kattha,12 Feet,,3.5,,7.0,5.0,,,Dhapakhel, Lalitpur
1283,Rs. 1.55 Cr,221,3.1 ,12-16 Feet,,1.0,,,,,,Budhanilkantha, Kathmandu
1284,Rs. 6.55 Cr,237,8.2 ,12 Feet,South-East,2.5,,6.0,4.0,Semi-Furnished,,Tenzing Chowk, Kathmandu
1286,Rs. 3.2 Cr,250,3.3 ,13-20 Feet,North-East,2.5,,4.0,4.0,,,Bhaisepati, Lalitpur
1288,Rs. 15.5 Cr,573,18.3 ,14 Feet,South,3.0,,5.0,5.0,,,Siddhartha Colony, Kathmandu
1290,Rs. 3.6 Cr,39 ,4.1 ,16 Feet,South-East,3.5,,7.0,7.0,,,Dhapasi, Kathmandu
1291,Rs. 1.8 Cr,323,1.1 ,5 Feet,East,4.5,,7.0,,,,Nardevi, Kathmandu
1292,Rs. 3.25 Cr,118,4.0 ,13 Feet,,2.0,,5.0,4.0,,,Ganesh Chowk, Kathmandu
1293,Rs. 1.85 Cr,155,3.1 ,10 Feet,West,4.0,,7.0,5.0,,,Paiyuntar, Kathmandu
1295,Rs. 10 Cr,98 ,14.0 ,13 Feet,South,3.5,,8.0,6.0,,,Maitidevi, Kathmandu
1296,Rs. 2.7 Cr,34 ,3.0 ,20 Feet,North-East,2.5,,5.0,4.0,Semi-Furnished,,Dhapakhel, Lalitpur
1297,Rs. 2.85 Cr,117,4.3 ,13 Feet,South,2.0,,4.0,2.0,Full-Furnished,,Changathali, Lalitpur
1298,Rs. 3.3 Cr,109,4.0 ,13 Feet,South-East,2.5,,,,,,Imadol, Lalitpur
1299,Rs. 3.65 Cr,44 ,3.3 ,20 Feet,,3.5,,,,,,Imadol, Lalitpur
1300,Rs. 3.65 Cr,98 ,4.2 ,13 Feet,East,2.5,,,,,,Imadol, Lalitpur
1301,Rs. 5.1 Cr,110,4.3 ,20 Feet,West,2.5,,4.0,2.0,Full-Furnished,,Vinayak Colony, Lalitpur
1305,Rs. 2.2 Cr,61 ,4.0 ,13 Feet,East,2.0,,4.0,,,,Tikathali, Lalitpur
1306,Rs. 3.5 Cr,200,4.0 ,12-14 Feet,,2.5,,4.0,3.0,,,Tokha, Kathmandu
1308,Rs. 2.3 Cr,163,3.0 ,12 Feet,East,2.5,,,,,,Imadol, Lalitpur
1309,Rs. 2.2 Cr,96 ,3.1 ,16 Feet,South,2.5,,,,,,Sanagaun, Lalitpur
1310,Rs. 3.5 Cr,326,4.0 ,13 Feet,North,3.5,,,,,,Imadol, Lalitpur
1311,Rs. 2.3 Cr,79 ,3.1 ,10/11 Feet,South-East,2.5,,,,,,Imadol, Lalitpur
1312,Rs. 2.85 Cr,112,3.3 ,13 Feet,East,2.5,,,,,,Imadol, Lalitpur
1313,Rs. 4.25 Cr,152,6.0 ,10-15 Feet,South-West,3.0,,8.0,3.0,,,Balkhu, Kathmandu
1315,Rs. 2.4 Cr,121,5.1 ,12-18 Feet,East,2.5,,,,,,Khumaltar, Lalitpur
1318,Rs. 4.5 Cr,164,5.1 ,15 Feet,,2.5,,6.0,5.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1319,Rs. 8.5 Cr,144,6.1 ,14 Feet,East,3.5,,,,,,Mid Baneshwor, Kathmandu
1320,Rs. 2.23 Cr,69 ,3.0 ,16 Feet,North,2.5,,3.0,3.0,Semi-Furnished,,Balkhu, Kathmandu
1321,Rs. 10 Cr,220,20.0 ,13 Feet,North,2.5,,5.0,3.0,,,Thulobharyang, Kathmandu
1322,Rs. 2.75 Cr,84 ,4.0 ,13 Feet,,2.5,,6.0,6.0,,,Mandikhatar, Kathmandu
1323,Rs. 12.5 Cr,189,14.0 ,40 Feet,South,3.0,,,,,,Imadol, Lalitpur
1324,Rs. 3 Cr,235,4.3 ,12-18 Feet,West,3.5,,6.0,3.0,,,Suryadarshan Height, Kathmandu
1325,Rs. 2.5 Cr,188,3.3 ,13 Feet,South-West,2.5,,5.0,4.0,,,Imadol, Lalitpur
1326,Rs. 5.75 Cr,60 ,5.0 ,16 Feet,,2.0,,4.0,5.0,,,Baluwatar, Kathmandu
1327,Rs. 7 Cr,78 ,10.0 ,11 Feet,,2.5,,7.0,6.0,,,Satdobato, Lalitpur
1328,Rs. 16 Cr,231,17.2 ,16 Feet,,2.5,,3.0,3.0,,,Budhanilkantha, Kathmandu
1329,Rs. 2.55 Cr,183,4.1 ,5-8 Feet,,2.0,,7.0,4.0,,,Ghattekulo, Kathmandu
1330,Rs. 5.65 Cr,403,5.0 ,16 Feet,,2.5,,5.0,5.0,,,Gyaneshwor, Kathmandu
1331,Rs. 2.18 Cr,112,3.1 ,13 Feet,East,2.5,,4.0,4.0,,,Imadol, Lalitpur
1332,Rs. 80 Lac/aana,146,10.0 ,14 Feet,East,3.5,,,,,,Maitidevi, Kathmandu
1333,Rs. 5 Cr,84 ,4.2 ,36 Feet,East,3.5,,,,,,Pepsicola, Kathmandu
1334,Rs. 3 Cr,33 ,4.3 ,20 Feet,South,2.5,,5.0,4.0,,,Pasikot, Kathmandu
1335,Rs. 2.99 Cr,60 ,4.5 ,10 Feet,West,3.5,,8.0,4.0,,,Goldhunga, Kathmandu
1336,Rs. 70 Lac/aana,291,8.2 ,20 Feet,North,2.5,,6.0,3.0,,,Baneshwor, Kathmandu
1337,Rs. 4.5 Cr,120,5.0 ,22 Feet,South-East,3.5,,21.0,5.0,,,Samakhushi chowk, Kathmandu
1338,Rs. 1 Cr,361,18.0 ,13 Feet,South,2.5,,5.0,7.0,,,Kaushaltar, Bhaktapur
1339,Rs. 2.99 Cr,122,1711.475 sq. ft,10 Feet,West,3.5,,8.0,4.0,Semi-Furnished,"Earthquake Resistant,Marbel,Gym,Fridge,Sofa,Dining Room,Bed Room,Garden,Modular Kitchen,Drinking Water,Bathroom,+ 5 See More",Goldhunga, Kathmandu
1341,Rs. 15 Cr,131,18.0 ,20 Feet,South-East,2.5,,6.0,5.0,,,Siddhartha Colony, Kathmandu
1343,Rs. 4 Cr,111,4.0 ,14-20 Feet,,2.5,,5.0,5.0,Semi-Furnished,,Nakhudole, Lalitpur
1345,Rs. 1.33 Cr,281,3.0 ,12 Feet,,1.0,,,,,,Chunikhel, Kathmandu
1348,Rs. 1.9 Cr,118,2.2 ,10 Feet,South,2.5,,4.0,2.0,,,Imadol, Lalitpur
1350,Rs. 4 Cr,120,13.3 ,16 Feet,North-East,3.0,,,,Semi-Furnished,"Fridge,Sofa,CC Camera,Solar,Dining Room,Microwave,Garden,Bed Room,Washing Machine,Modular Kitchen,Playground,+ 6 See More",Matatirtha, Kathmandu
1351,Rs. 7 Cr,222,15.0 ,36 Feet,South,2.5,,7.0,2.0,Semi-Furnished,,Dhunchepakha, Bhaktapur
1352,Rs. 3.3 Cr,91 ,3.3 ,22 Feet,,2.5,,,,,,Kapan, Kathmandu
1353,Rs. 1.6 Cr,180,1.0 ,12-18 Feet,,4.0,,3.0,4.0,,,Patan, Lalitpur
1354,Rs. 3.25 Cr,70 ,6.0 ,10 Feet,East,2.5,,5.0,1.0,,,Dhapasi, Kathmandu
1355,Rs. 4.5 Cr,154,5.2 ,15 Feet,,2.5,,6.0,5.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1356,Rs. 3.75 Cr,37 ,6.0 ,14 Feet,North-East,2.5,,7.0,5.0,Semi-Furnished,"Earthquake Resistant,Marbel,Fridge,Sofa,Solar,Dining Room,Microwave,Washing Machine,Bed Room,Garden,Modular Kitchen,+ 8 See More",Hattigaunda, Kathmandu
1357,Rs. 12.5 Cr,60 ,15.3 ,22 Feet,North,4.0,,6.0,4.0,Un-Furnished,,Imadol, Lalitpur
1358,Rs. 3.45 Cr,176,5.1 ,13 Feet,East,2.5,,7.0,5.0,,,Baluwakhani, Kathmandu
1361,Rs. 1.43 Cr,215,2.2 ,12 Feet,South,2.5,,3.0,3.0,Semi-Furnished,,Jorpati, Kathmandu
1362,Rs. 6.5 Cr,51 ,6.0 ,12-20 Feet,South-West,5.0,,9.0,9.0,Un-Furnished,,Uttardhoka, Kathmandu
1363,Rs. 8.5 Cr,161,9.0 ,13 Feet,East,3.5,,,,,,New Buspark, Kathmandu
1364,Rs. 9.5 Cr,144,10.0 ,13 Feet,East,3.5,,,,,,Mitrapark, Kathmandu
1365,Rs. 2.3 Cr,177,3.1 ,13 Feet,East,2.5,,,,,,Boharatar, Kathmandu
1366,Rs. 7.5 Cr,115,8.3 ,13 Feet,South,2.5,,5.0,6.0,,,Chappal karkhana, Kathmandu
1367,Rs. 60 Lac/aana,123,18.0 ,12-18 Feet,North,2.5,,,,,,Thulobharyang, Kathmandu
1368,Rs. 2.1 Cr,292,3.1 ,13 Feet,South,2.5,,,,,,Balkot, Bhaktapur
1369,Rs. 2.35 Cr,210,3.1 ,20 Feet,North,3.0,,4.0,,Full-Furnished,,Darjeeling Height, Bhaktapur
1372,Rs. 1.05 Cr,163,3.2 ,10 Feet,South,1.0,,3.0,1.0,,,Sudal, Bhaktapur
1373,Rs. 5 Cr,215,6.0 ,13 Feet,South,2.5,,4.0,5.0,Semi-Furnished,,Bhaisepati, Lalitpur
1375,Rs. 12 Cr,219,12.0 ,10 Feet,South-East,3.5,,,4.0,,,Maharajgunj, Kathmandu
1376,Rs. 2.35 Cr,100,3.0 ,13 Feet,East,2.5,,,,,,Imadol, Lalitpur
1377,Rs. 2.95 Cr,99 ,4.0 ,13 Feet,South,2.5,,3.0,3.0,Full-Furnished,"Earthquake Resistant,Parquet,Fridge,Sofa,CC Camera,Solar,Dining Room,Modular Kitchen,Parking,Drainage,Bathroom,+ 2 See More",Dhapasi, Kathmandu
1378,Rs. 3.2 Cr,190,3.3 ,13/20 Feet,North-East,2.5,,4.0,4.0,,,Bhaisepati, Lalitpur
1379,Rs. 9.25 Cr,38 ,17.0 ,17 Feet,South,3.5,,7.0,5.0,Semi-Furnished,,Narayanthan , Kathmandu
1380,Rs. 4 Cr,140,4.0 ,27 Feet,South-West,2.5,,4.0,5.0,Semi-Furnished,,Dholahiti, Lalitpur
1381,Rs. 3.5 Cr,88 ,4.0 ,14 Feet,South-East,2.5,,7.0,4.0,Full-Furnished,,Jyotinagar, Kathmandu
1382,Rs. 2.1 Cr,325,2.2 ,20 Feet,South-East,2.0,,3.0,3.0,,,Thecho, Lalitpur
1383,Rs. 2.25 Cr,330,3.1 ,13 Feet,North,2.5,,,,,,Imadol, Lalitpur
1384,Rs. 2.25 Cr,521,3.0 ,13 Feet,West,2.5,,,,,,Ochu Height, Lalitpur
1385,Rs. 2.7 Cr,59 ,4.0 ,18 Feet,,2.5,,,,,,Bhangal , Kathmandu
1386,Rs. 2.95 Cr,273,5.0 ,13 Feet,North,2.5,,5.0,5.0,Semi-Furnished,,Sitapaila, Kathmandu
1388,Rs. 3.75 Cr,219,7.0 ,13 Feet,South,2.5,,4.0,,,,Sitapaila, Kathmandu
1389,Rs. 2.05 Cr,87 ,3.0 ,16 Feet,East,2.5,,4.0,3.0,,,Goldhunga, Kathmandu
1390,Rs. 2.5 Cr,137,3.0 ,13 Feet,South-East,2.5,,10.0,5.0,,,Mandikhatar, Kathmandu
1391,Rs. 3.8 Cr,82 ,4.1 ,12 Feet,North-East,2.5,,4.0,1.0,,,Bhaisepati, Lalitpur
1392,Rs. 4.7 Cr,33 ,6.2 ,20 Feet,West,2.5,,5.0,3.0,,,Sitapaila, Kathmandu
1393,Rs. 3.4 Cr,118,4.0 ,13 Feet,South,2.5,,4.0,2.0,Semi-Furnished,,Imadol, Lalitpur
1394,Rs. 3 Cr,90 ,3.2 ,13 Feet,East,3.0,,8.0,3.0,,,Attarkhel, Kathmandu
1395,Rs. 3.4 Cr,56 ,5.0 ,13 Feet,,2.5,,5.0,3.0,,,Baluwakhani, Kathmandu
1396,Rs. 4.4 Cr,67 ,3.1 ,16 Feet,,4.5,,6.0,,,,Shankhamul, Kathmandu
1397,Rs. 4.35 Cr,84 ,3.1 ,14 Feet,,3.5,,7.0,,,,Buddhanagar, Kathmandu
1399,Rs. 2.2 Cr,45 ,3.2 ,14 Feet,North,2.0,,4.0,2.0,,,Syuchatar, Kathmandu
1400,Rs. 2.25 Cr,79 ,3.2 ,13 Feet,,2.5,,,,,,Kapan, Kathmandu
1401,Rs. 6 Cr,50 ,11.0 ,14-20 Feet,North,2.5,,3.0,3.0,,,Grande Villa, Kathmandu
1402,Rs. 4.99 Cr,290,4.0 ,12-16 Feet,,3.5,,,,Semi-Furnished,,Baneshwor, Kathmandu
1404,Rs. 5 Cr,181,6.0 ,13 Feet,South,2.5,,4.0,5.0,Semi-Furnished,,Bhaisepati, Lalitpur
1406,Rs. 10.6 Cr,329,15.2 ,15 Feet,West,2.5,,6.0,4.0,,,Lazimpat, Kathmandu
1408,Rs. 6.2 Cr,168,9.2 ,20 Feet,,2.5,,4.0,6.0,,,Budhanilkantha, Kathmandu
1409,Rs. 2.6 Cr,82 ,4.0 ,11 Feet,South,2.5,,6.0,3.0,,,Lambagar, Kathmandu
1412,Rs. 2.7 Cr,56 ,3.0 ,32 Feet,,2.5,,,,,,Kathmandu,
1413,Rs. 2.75 Cr,26 ,3.1 ,16 Feet,West,3.0,,,,,,Baluwakhani, Kathmandu
1414,Rs. 4.25 Cr,37 ,4.0 ,20 Feet,,2.5,,,,,,Mandikhatar, Kathmandu
1415,Rs. 3.5 Cr,144,6.0 ,20 Feet,West,2.5,,6.0,4.0,Semi-Furnished,"Earthquake Resistant,Power Backup,Internet,Drinking Water,Bathroom,TV,Drainage,Playground,Parking,Water Purifier,Washing Machine,+ 5 See More",Ochu Height, Lalitpur
1416,Rs. 3.25 Cr,83 ,5.0 ,10-26 Feet,South-East,3.0,,5.0,4.0,,,Pepsicola, Kathmandu
1417,Rs. 1.85 Cr,202,2.3 ,13 Feet,,2.5,,,,,,Kapan, Kathmandu
1418,Rs. 2.75 Cr,32 ,3.1 ,16 Feet,West,2.5,,,,,,Nikhileshwor, Kathmandu
1420,Rs. 1.95 Cr,191,2.2 ,13 Feet,West,2.5,,5.0,3.0,,,Tikathali, Lalitpur
1421,Rs. 1.2 Cr,146,3.1 ,20 Feet,North-East,1.0,,2.0,1.0,,,Danchhi, Kathmandu
1423,Rs. 4.55 Cr,72 ,6.0 ,12-18 Feet,,2.5,,5.0,3.0,Semi-Furnished,,Kapan, Kathmandu
1424,Rs. 4.7 Cr,65 ,9.0 ,12 Feet,East,2.5,,6.0,2.0,,,Dhapasi, Kathmandu
1425,Rs. 90 Lac,160,3.2 ,13 Feet,East,2.0,,5.0,1.0,,,Jagdol, Kathmandu
1426,Rs. 4.5 Cr,66 ,6.0 ,13 Feet,,2.5,,4.0,,,,Pasikot, Kathmandu
1427,Rs. 6.25 Cr,89 ,9.2 ,12-18 Feet,,2.5,,4.0,,,,Budhanilkantha, Kathmandu
1428,Rs. 2.75 Cr,114,4.0 ,14 Feet,,2.5,,4.0,,,,Bhangal , Kathmandu
1430,Rs. 2.8 Cr,230,4.0 ,13 Feet,,2.5,,6.0,,,,Suryadarshan Height, Kathmandu
1431,Rs. 9 Cr,156,6.0 ,12-18 Feet,South-East,2.5,,5.0,5.0,Semi-Furnished,,Bhaisepati, Lalitpur
1432,Rs. 2.95 Cr,139,3.2 ,13 Feet,,2.5,,6.0,,,,Budhanilkantha, Kathmandu
1434,Rs. 4.5 Cr,63 ,4.2 ,13 Feet,South-East,2.5,,5.0,4.0,Full-Furnished,,Bhaisepati, Lalitpur
1435,Rs. 6 Cr,107,7.2 ,13 Feet,,2.5,,5.0,5.0,Full-Furnished,,Budhanilkantha, Kathmandu
1436,Rs. 7.5 Cr,129,7.3 ,24 Feet,,2.5,,4.0,5.0,,,Budhanilkantha, Kathmandu
1437,Rs. 2.65 Cr,92 ,3.1 ,13 Feet,West,2.5,,6.0,4.0,Full-Furnished,,Mandikhatar, Kathmandu
1439,Rs. 4.1 Cr,81 ,4.2 ,30 Feet,,4.0,,6.0,5.0,,,Manabahadur Marga, Kathmandu
1440,Rs. 2.15 Cr,51 ,3.2 ,12 Feet,,3.0,,4.0,3.0,,,Pasikot, Kathmandu
