,price,LAND AREA,HOUSE AREA,Unnamed: 3,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA,District
579,"Rs. 1,20,000 (Negotiable)
(One lakh twenty thousand )",0-5-0-0,,,,,,,,BASBARI,20 FT,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09688,11 MONTHS AGO,887,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-ganesh-home-basbari-chowk-kathmandu-9688,,,,, KATHMANDU
580,"Rs. 2,77,00,000
(Two crore seventy seven lakh )",,,,22.0,,8.0,,6.0,BANESHWOR,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10745,4 WEEKS AGO,60,,https://www.gharbazar.com/property/details/house-at-baneshwor-10745,,500M FROM MAIN ROAD,,, KATHMANDU
581,"Rs. 8,00,000 (Negotiable)
(8 lakh per aana)",15-0-0-0,,,,,,,,NEAR MONASTERY,20 FT,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05811,5 YEARS AGO,5605,,https://www.gharbazar.com/property/details/land-at-pharping-dallu-5811,,,,, KATHMANDU
582,"Rs. 19,00,000 (Negotiable)
(Nineteen lakh )",0-5-0-0,,,,,,,,GODAWARI,20 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10808,3 DAYS AGO,69,,https://www.gharbazar.com/property/details/land-at-godawari-10808,,,,, KATHMANDU
583,"Rs. 50,00,000 (Negotiable)
(Fifty lakh per aana)",0-4-0-0,,,,,,,, MANDIKATAR,13 FT,EAST,LAND (RESIDENTIAL),NONE,GB10691,4 DAYS AGO,653,,https://www.gharbazar.com/property/details/limited-availability-prime-plots-for-sale-in-chappal-karkhana-10691,,,,, KATHMANDU
584,"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",1369 SQUARE METER,1369 SQUARE METER,,4.0,2.0,2.0,2.0,2.0,MAHARAJGUNG,13 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09991,8 MONTHS AGO,111,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-maharajgung-9991,,"ROAD GOES INSIDE FROM NIRMAL NIWAS, BISHAL NURSERY , AT MAHARAJGUNJ RD, KATHMANDU.",,, KATHMANDU
585,,30-0-0-0,,,,,,,, THANKOT,,,LAND (RESIDENTIAL),NONE,GB05343,4 YEARS AGO,847,,https://www.gharbazar.com/property/details/land-at-thankot-5343,,,,, KATHMANDU
586,"Rs. 1,40,000
(One lakh forty thousand )",0-4-0-0,0-2-0-0,,,,,,,NAXAL,13FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10315,5 MONTHS AGO,82,,https://www.gharbazar.com/property/details/house-at-naxal-10315,,,,, KATHMANDU
587,"Rs. 5,25,00,000 (Negotiable)
(Five crore twenty five lakh )",0-7-2-0,,,10.0,4.0,3.0,7.0,4.5,SAMAKHUSHI,26 & 9,NORTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05292,5 YEARS AGO,7648,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-ranibari-5292,300M,,,, KATHMANDU
588,"Rs. 65,00,000 (Negotiable)
(Sixty five lakh )",0-4-0-2,,,,,,,,BHAKTAPUR,20 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10381,4 MONTHS AGO,79,,https://www.gharbazar.com/property/details/land-at-bhaktapur-10381,,DIVYASHWORI PLANNING,,, BHAKTAPUR
589,"Rs. 85,000 (Negotiable)
(Eighty five thousand per month)",,,,4.0,1.0,1.0,3.0,2.5,DHAPAKHEL,20 FEET,EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB10067,7 MONTHS AGO,53,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-dhapakhel-lalitpur-10067,,,,, LALITPUR
590,"Rs. 17,00,000 (Negotiable)
(17 lakh per aana)",0-12-2-0,,,,,,,,NEAR MICRO PARK,18 FT,SOUTH,LAND (RESIDENTIAL),NONE,GB04570,6 YEARS AGO,7656,,https://www.gharbazar.com/property/details/land-at-bishnu-budhanilkantha-4570,200M,,,, KATHMANDU
591,"Rs. 3,00,00,000 (Negotiable)
(Three crore )",0-0-2-3,0-0-2-3,,,,,,5.0,DILIBAZAR,46 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09995,8 MONTHS AGO,126,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dilibazar-9995,,MAIN ROAD DILLIBAZAR,,, KATHMANDU
592,"Rs. 3,30,00,000 (Negotiable)
(Three crore thirty lakh )",0-4-0-0,,,,,,,,BUDHANILKANTHA,13 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10238,5 MONTHS AGO,998,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-kathmandu-10238,,,,, KATHMANDU
593,,0-4-0-2,,,,,,,,NEAR KANTI BHAIRAV SCHOOL,14,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB05791,3 YEARS AGO,4824,,https://www.gharbazar.com/property/details/land-at-thali-sankhu-5791,800M,,,, KATHMANDU
594,"Rs. 25,000 (Negotiable)
(Twenty five thousand per month )",0-,,,2.0,1.0,1.0,,1.0,KULESHWOR,10 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB09202,1 MONTH AGO,116,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kuleshwor-9202,,,,, KATHMANDU
595,"Rs. 2,00,000 / month (Negotiable)
(Two lakh per month)",0-24-0-0,,,4.0,1.0,1.0,2.0,2.5,DHOBIGAT/ LALITPUR,16 FEET,EAST,HOUSE (RESIDENTIAL),NONE,GB10092,7 MONTHS AGO,77,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-dhobighat-lalitpur-10092,,,,, LALITPUR
596,,0-4-0-2,,,,,,,,KALANKI,10-12,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10658,1 MONTH AGO,45,,https://www.gharbazar.com/property/details/land-at-kalanki-10658,,,,, KATHMANDU
597,"Rs. 2,35,00,000 (Negotiable)
(Two crore thirty five lakh )",0-4-1-0,,,3.0,1.0,1.0,,4.0, KATHMANDU,13,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10709,1 MONTH AGO,62,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-ramkot-kathmandu-10709,,ROAD PASSES THROUGH ITS SIDES,,, KATHMANDU
598,"Rs. 15,00,000
(Fifteen lakh )",0-7-3-0,,,,,,,, BHAISEPATI TO CHHAMPI,16 FT.,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10476,4 MONTHS AGO,78,,https://www.gharbazar.com/property/details/land-at-chunikhel-bhaisepati-to-chhampi-10476,,EKANTAKUNA TO CHHAMPI ROAD,,, KATHMANDU
599,"Rs. 82,00,000 (Negotiable)
(Eighty two lakh )",0-4-3-0,,,,,,,, LALITPUR,20 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB09996,8 MONTHS AGO,112,,https://www.gharbazar.com/property/details/land-at-dhobhighat-lalitpur-9996,,OPPOSITE TO MEGA HOSPITAL,,, KATHMANDU
600,"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",0-4-0-0,,,4.0,3.0,2.0,,2.5,KAPAN MARG,12 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10377,4 MONTHS AGO,161,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-marg-10377,,,,, KATHMANDU
601,,0-3-1-3,,,3.0,1.0,1.0,3.0,2.5, SITAPAILA,20/16 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06797,4 MONTHS AGO,31102,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-civil-homes-sitapaila-6797,1000M,,,, KATHMANDU
602,,0-12-1-0,4200 SQUARE FEET,,4.0,1.0,1.0,3.0,2.0,BUDHANILKANTHA,26/26 FEET,SOUTH-EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB07665,5 MONTHS AGO,18933,NOT FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-budhanilkantha-7665,200M,,,, KATHMANDU
603,,0-4-0-0,4300 SQUARE FEET,,9.0,,,3.0,, KALANKI,20 FT,WEST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB06211,4 YEARS AGO,2404,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-kalanki-6211,50M,,,, KATHMANDU
604,,22-0-0-0,,,,,,,, POKHARA,,EAST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB03598,4 YEARS AGO,2042,,https://www.gharbazar.com/property/details/land-at-pokhara-3598,,,,, KASKI
605,"Rs. 3,75,00,000 (Negotiable)
(Three crore seventy five lakh )",0-6-0-0,,,9.0,3.0,4.0,6.0,3.5,GATTHAGHAR,13 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06908,3 YEARS AGO,7706,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gatthaghar-6908,150M,,,, BHAKTAPUR
606,"Rs. 1,35,00,000 (Negotiable)
(One crore thirty five lakh)",0-2-2-2,1565 SQUARE FEET,,4.0,1.0,2.0,3.0,2.5,DHAPAKHEL HEIGHT,12 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06561,2 YEARS AGO,7438,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-dhapakhel-height-6561,500M,,,, LALITPUR
607,"Rs. 5,500 (Negotiable)
(Five thousand five hundred )",0-,,,1.0,,,,, MAHALAXMI MUNICYPOLICY WARD NO 5 TIKATHALI,16 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB10156,6 MONTHS AGO,46,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-near-the-pawan-prakrity-school-mahalaxmi-municypolicy-ward-no-5-tikathali-10156,,,,, LALITPUR
608,"Rs. 81,00,000 (Negotiable)
(Eighty one lakh )",,,,,,,,, BHARATPUR,6 METER,NORTH-WEST,LAND (RESIDENTIAL),NONE,GB06954,4 YEARS AGO,3834,,https://www.gharbazar.com/property/details/land-at-bharatpur-chitwan-6954,300M,,,, CHITWAN
609,"Rs. 45,00,000 (Negotiable)
(45 lakh per anna)",0-12-1-0,,,,,,,,BASUNDHARA,14,NORTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB04545,6 YEARS AGO,8258,,https://www.gharbazar.com/property/details/land-at-basundhaara-chauki-4545,50M,,,, KATHMANDU
610,"Rs. 28,00,000 (Negotiable)
(Twenty eight lakh per aana )",0-3-2-0,,,,,,,, GREEN HILL CITY,20 FT,SOUTH-EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB06221,4 YEARS AGO,7401,,https://www.gharbazar.com/property/details/land-at-greenhill-city-mulpani-6221,,,,, KATHMANDU
611,"Rs. 3,00,000 (Negotiable)
(Three lakh per ropani)",15-0-0-0,,,,,,,,THAHA NAGARPALIKA TISTUNG,16 FEET,NORTH-EAST,LAND (RESIDENTIAL),NONE,GB10022,7 MONTHS AGO,63,,https://www.gharbazar.com/property/details/land-at-thaha-nagarpalika-tistung-10022,,ROAD FROM CHANDRAGIRI,,, MAKWANPUR
612,"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand )",13-8-0-0,,,,,,,,TINPIPLE,9 METER,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB02497,2 YEARS AGO,3997,,https://www.gharbazar.com/property/details/land-at-tinpiple-2497,,,,, LAMJUNG
613,"Rs. 8,99,00,000 (Negotiable)
(Eight crore ninety nine lakh )",3 KATTHA,,,,,,,,DHANGADI,,NONE,LAND (RESIDENTIAL),NONE,GB03862,1 YEAR AGO,9058,,https://www.gharbazar.com/property/details/land-at-dhangadi-3862,100M,,,, KAILALI
614,"Rs. 1,60,000 (Negotiable)
(One lakh sixty thousand )",0-,,,,,,,,SUNAKOTHI LALITPUR,20 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB10323,5 MONTHS AGO,148,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sunakothi-lalitpur-10323,,,,, KATHMANDU
